id,original_text,label,corrected_text,
0207A203-3-064-a,"ήταν ένα χελιδώνη
που είχε 2 μικρά χελιδωνάκια.",1,"ήταν ένα χελιδόνι
που είχε 2 μικρά χελιδονάκια.",
0207A203-3-064-a,"Και η
μητέρα είχε αφήση τα δύο μικρά
χελιδωνάκι κ πήγε να βρει τροφή κ να (μουντζουρωμένο)
σιγά σιγά πήγε μία γάτα στα 2 χελιδωνάκια.",1,"Και η
μητέρα είχε αφήσει τα δύο μικρά
χελιδονάκια και πήγε να βρει τροφή και να (μουντζουρωμένο)
σιγά σιγά πήγε μία γάτα στα 2 χελιδονάκια.",
0207A203-3-064-a,Έπειτα η γάτα κάθισε κ τα κοίταξε.,1,Έπειτα η γάτα κάθισε και τα κοίταξε.,
0207A203-3-064-a,"Μετά από ένα διάστημα άρχισε να σκαρφαλώνει ΄
η γάτα κ από πίσω έρχεται κ ένας σκύλος
σιγά-σιγά ώστε να μην τον καταλάυει η
γάτα κ τις δάγκωσε την ουρά κ την
τραφούσε κ έρχεται εκείνη την στιγμή
η μητέρα κ στο τέλος ο σκύλος κ
η γάτα άρχισαν να τρέχουν κ η
μητέρα χελιδώνα ήρθε χαρούμενη
γιατί έφερε στα παιδάκια της τροφή
κ έτσι ζήσαμε εμείς καλά κ
αυτή καλύτερα.",1,"Μετά από ένα διάστημα άρχισε να σκαρφαλώνει        ΄
η γάτα και από πίσω έρχεται και ένας σκύλος
σιγά-σιγά ώστε να μην τον καταλάβει η
γάτα και της δάγκωσε την ουρά και την
τραβούσε και έρχεται εκείνη τη στιγμή
η μητέρα και στο τέλος ο σκύλος και
η γάτα άρχισαν να τρέχουν και η
μητέρα χελιδόνα ήρθε χαρούμενη
γιατί έφερε στα παιδάκια της τροφή
και έτσι ζήσαμε εμείς καλά και
αυτοί καλύτερα.",
0207A203-3-067-a,"Μιαθορα και νακαιρο τανε ένα πουλι θιλικου
ιδος και ιχε διο μικα πουλακαστι θολατι καιμια μερα πιγεναβρι κατι
γαναθανε ταπουλα καιμετα απολιγοιρθεμια γατα και ιθλενα
θαι τα πουλα και λιπο αρχιzενα ανεβεν σοδενδρο και εκινιτις στιγμι
ιρθετο πουλι και θρικαρε αλατιχεα ενασκιλι και εδοξετινγατα",1,"Μια φορά και έναν καιρό ήτανε ένα πουλί θηλυκού
είδους και είχε δυο μικρά πουλάκια στη φωλιά του και μια μέρα πήγε να βρει κάτι
για να φάνε τα πουλιά και μετά από λίγο ήρθε μια γάτα και ήθελε να
φάει τα πουλιά και λίγο άρχισε να ανεβαίνει στο δέντρο και εκείνη τη στιγμή
ήρθε το πουλί και φρίκαρε αλλά τυχαία ένα σκυλί και έδιωξε τη γάτα",
0207A204-2-001-a,"είταν ένα μεγάλο
πουλί και τα μικρά τις.",1,"ήταν ένα μεγάλο
πουλί και τα μικρά του.",
0207A204-2-001-a,"Μια μέρα το μεγαλό 
πουλί εύηγε και ερκότακαι ένας γάτος.",1,"Μια μέρα το μεγαλό 
πουλί έφυγε και ήρθε και ένας γάτος.",
0207A204-2-001-a,"Μετά ομός πύγε κοντά στα μικρά πουλιά
και μετά ο γατός ενέυηκε στο δεντρό
για να φάει το πουλιά.",1,"Μετά όμως πήγε κοντά στα μικρά πουλιά
και μετά ο γάτος ανέβηκε στο δέντρο
για να φάει το πουλιά.",
0207A204-2-001-a,"Κια ερκοταναι
στο δεντρο και όταν ο γάτος όταν
ανευηκε στο δεντρό ο σκύλος το τράβιξε
από την ουρά.",1,"Και ερχότανε
στο δέντρο και όταν ο γάτος όταν
ανέβηκε στο δέντρο ο σκύλος το τράβηξε
από την ουρά.",
0207A204-2-001-a,"Και όταν ευτάσε το 
πουλί πηγέ στη φωλιά του και ίδε
το σκυλό να κυνειγατεί την γάτα.",1,"Και όταν έφτασε το 
πουλί πηγέ στη φωλιά του και είδε
το σκύλο να κυνηγάει τη γάτα.",
0207A204-2-002-a,"είταν τα πουλιά
πάνο στο κλαδεί του δέτνρου.",1,"ήταν τα πουλιά
πάνω στο κλαδί του δέντρου.",
0207A204-2-002-a,"Και μετά η μαμά των πουλιόν
έφειγαι και η γάτα είθελαι
να τα φάει τα πουλιά κάφεισαι και
μετά ανέδει και πάνο στο δέντρο.",1,"Και μετά η μαμά των πουλιών
έφυγε και η γάτα ήθελε
να τα φάει τα πουλιά κάθισε και
μετά ανέβηκε και πάνω στο δέντρο.",
0207A204-2-002-a,"Ο σκύλος την εδίαι που
ανέδεναι πάνω στο δέντρο
την έπχασε απο την ουρά.",1,"Ο σκύλος την είδε που
ανέβαινε πάνω στο δέντρο
την έπιασε από την ουρά.",
0207A204-2-002-a,"Και έφειγαι και ζείσαμε
εμεί κάλα κα αθτήν καλήτερα.  ",1,"Και έφυγε και ζήσαμε
εμείς καλά και αυτοί καλύτερα.  ",
0207A204-2-003-a,"Πήγα στο χωρίο μου
Και στο δέντρο είδα τα πουλάκια
και καιλαδούσαν.",1,"Πήγα στο χωρίο μου
Και στο δέντρο είδα τα πουλάκια
που κελαηδούσαν.",
0207A204-2-003-a,"Όταν έφιγα ξαφνικά
ίρθε ξαφνικά ένα γατάκι που περπατούσε
και η μητέρα του εφύγε.",1,"Όταν έφυγα ξαφνικά
ήρθε ένα γατάκι που περπατούσε
και η μητέρα του εφύγε.",
0207A204-2-003-a,"Όταν εφυγε
το γατάκι καθίσε και τα έβαιπε.",1,"Όταν έφυγε
το γατάκι καθίσε και τα έβαιπε.",
0207A204-2-003-a, ξαφνικα ανέβικε πάνο στο δέντρο.,1, ξαφνικά ανέβηκε πάνω στο δέντρο.,
0207A204-2-003-a,"Μετά ενφανίστικε ενα σκύλο και
του δάγκοσε την ουρά.",1,"Μετά εμφανίστηκε ένας σκύλος και
του δάγκωσε την ουρά.",
0207A204-2-003-a,"Μετά ο σκύλος
γάβγιζε και το γατάκι έφυγε τρεχώντας. ",1,"Μετά ο σκύλος
γάβγιζε και το γατάκι έφυγε τρέχοντας. ",
0207A204-2-004-a,"ήταν δύο κοτοπουλάκια
που ζούσαν σε ένα δέντρο και ίρθε
ένας πουλάκι και αυτά τα δυο κοτοπουλακια
φώναζαν και μετά ίρθε μια γάτα κα το
πουλάκι εφιγε.",1,"ήταν δύο κοτοπουλάκια
που ζούσαν σε ένα δέντρο και ήρθε
ένα πουλάκι και αυτά τα δυο κοτοπουλάκια
φώναζαν και μετά ήρθε μια γάτα κα το
πουλάκι έφυγε.",
0207A204-2-004-a,"Και μετά η γάτα κιτούσε τα
κοτοπουλάκια.",1,"Και μετά η γάτα κοιτούσε τα
κοτοπουλάκια.",
0207A204-2-004-a,"Και μετά η γάτα ανέβικε πάνω
στο δέντρο γιατί ίρθε ένας σκύλος.",1,"Και μετά η γάτα ανέβηκε πάνω
στο δέντρο γιατί ήρθε ένας σκύλος.",
0207A204-2-004-a,"Και τις
δάγγοσε την ουρά της γάτας.",1,"Και της
δάγκωσε την ουρά της γάτας.",
0207A204-2-004-a,"Και μετά ο
σκύλος κηνίγούσε την γάτα.",1,"Και μετά ο
σκύλος κυνηγούσε τη γάτα.",
0207A204-2-005-a,"ήταν ένα δένρο και είχαι
μια φόλια που εκι ζούσα μερικά πουλάκια
μία μέρα που ημάμα πήγε να βρεί φαγείτο
ενφάνειστικε μια γάτα και περίμε περίμε οστε
στο τέλος ανέβικαι στο δενρό και ενασικύλος
κιοτάν είδε τι γάτ την δάγκοσε την ούρατης
και γάτα έφειγε κιοσκύλος τρέχε να
πιάσι τηγατά και εκίνι τιν ωρα ερθέημαμα.",1,"ήταν ένα δέντρο και είχε
μια φωλιά που εκεί ζούσαν μερικά πουλάκια
μία μέρα που η μαμά πήγε να βρεί φαγητό
εμφανίστηκε μια γάτα και περίμενε περίμενε ώστε
στο τέλος ανέβηκε στο δέντρο και ένας σκύλος
κι οτάν είδε τη γάτα της δάγκωσε την ουρά της
και η γάτα έφυγε κι ο σκύλος έτρεχε να
πιάσει τη γάτα και εκείνη την ώρα ήρθε η μαμά.",
0207A204-2-005-b,"Χθες πήγα στα
1000 δένρα είχαι εναν βάλτο είχαι
και καντίνα και καροτσάκι παγωτού
είχαι και συκρούομενα και μαι ταβέρανα
είχαι και ένα γύπεδο.",1,"Χθες πήγα στα
1000 δέντρα είχε έναν βάλτο είχε
και καντίνα και καροτσάκι παγωτού
είχε και συγκρουόμενα και μια ταβέρνα
είχε και ένα γήπεδο.",
0207A204-2-006-a,"Η Μαμα και τα δύο της μορακιά
της η μαμα πίγε να βρει θαγιτό για τα μορακιά λιγα.",1,"Η Μαμά και τα δύο της μωράκια
η μαμα πήγε να βρει φαγητό για τα μωράκια λίγα.",
0207A204-2-006-a,"πιο μετα έιρθαι μία γάτα και περιμενε περιμενε
μετα σκαρφαλοσε το δέντρο όπου ηταν τα μορακιά
πιο μετα ηρθε ένα σκυλι και τιν δαγνοσε τιν ουρα
τις γάτας και εφιγε μακρια απο τιν θολια.",1,"πιο μετά ήρθε μία γάτα και περίμενε περίμενε
μετά σκαρφάλωσε στο δέντρο όπου ήταν τα μωράκια
πιο μετά ήρθε ένα σκυλί και της δάγκωσε την ουρά
της γάτας και έφυγε μακριά από την φωλιά.",
0207A204-2-006-a,και εζισαν,1,και έζησαν,
0207A204-2-007-a,"Είταναι μια μαμά που
φροντίζε τα πουλάκια είστερα μαμά τους
έφιγε και μετά είχει έρθη μια γάτα
και πιρίμαινε κάτο από την φολιά.",1,"Ήτανε μια μαμά που
φρόντιζε τα πουλάκια ύστερα η μαμά τους
έφυγε και μετά είχε έρθει μια γάτα
και περίμενε κάτω από τη φωλιά.",
0207A204-2-007-a,"Είσταιρα η γάτα α νέβικε στην φολιά
τον πουλιόν και είρθε ο σκίλος δάγκοσε
την ουρά της γάτας και μετά άρχι να την
κηνηγάει.",1,"Ύστερα η γάτα ανέβηκε στη φωλιά
των πουλιών και ήρθε ο σκύλος δάγκωσε
την ουρά της γάτας και μετά άρχισε να την
κυνηγάει.",
0207A204-3-001-a,"ηταν ενα όμορφο δέντρο
και ειχε ενα πουλή με τα παιδιά της η μαμά
τον πουλιόν έφηγε να βρι τρωφή και καθος 
εφευγε ερχώταν μια γάτα πλησιαςαι σιγα,
σιγα μια στιγμη σταματησε η γάτα
ανέβηκε στο δεντρο αλλά ενας σκύλος 
ήδε την γάτα τιν έπειασε απο τιν 
ουρά η μαμα ήρθε έδωσε την τρωφή
και ο σκύλος κηνίγησε την γάτα.",1,"ήταν ένα όμορφο δέντρο
και είχε ένα πουλί με τα παιδιά της η μαμά
των πουλιών έφυγε για να βρει τροφή και καθώς 
έφευγε ερχόταν μια γάτα πλησίασε σιγά,
σιγά μια στιγμή σταμάτησε η γάτα
ανέβηκε στο δέντρο αλλά ένας σκύλος 
είδε τη γάτα την έπιασε από την 
ουρά η μαμα ήρθε έδωσε την τροφή
και ο σκύλος κυνήγησε τη γάτα.",
0207A204-3-002-a,"ηπιρχε μια φολια πουλιον
η μιτερα τον πουλιον πηγα να
φερη φαγιτο οταν εφιγε ηρθε μια
γατα να φαη τα πουλια αλλα
οταν σκαρφαλονε ηρφε η μαμα κιενας
σκηλος που επιασε τιν γατα
αποτιν ουρα η γατα πονεσε και
ετρεξε και απο πισο τιν κινηγουσε
ο σκηλος και η μαμα τον εφχαριστισε",1,"υπήρχε μια φωλιά πουλιών
η μητέρα των πουλιών πήγε να
φέρει φαγητό όταν έφυγε ήρθε μια
γάτα να φάει τα πουλιά αλλά
όταν σκαρφάλωνε ήρθε η μαμά κι ένας
σκύλος που έπιασε τη γάτα
από την ουρά η γάτα πόνεσε και
έτρεξε και από πίσω την κυνηγούσε
ο σκύλος και η μαμά τον ευχαρίστησε",
0207A204-3-003-a,"ήταν ένα δέντρο που μέσα
στο δέντρο είταν καπιανού περιστεριού το σπιτάκη.",1,"ήταν ένα δέντρο που μέσα
στο δέντρο ήταν καποιανού περιστεριού το σπιτάκι.",
0207A204-3-003-a,"και και εκή μέσα ήταν κάπια περιστέρια
που ήταν και η μαμά του περιστεριου.",1,"και εκεί μέσα ήταν κάποια περιστέρια
που ήταν και η μαμά του περιστεριού.",
0207A204-3-003-a,εκή μέσα τα φρόντιζε.,1,εκεί μέσα τα φρόντιζε.,
0207A204-3-003-a,"η μαμά τους και 
έτσι τα φρόντισε και περνούσε πάρα
πολή καιρό και έτσι μεγάλοναν
και γηνόνταν σαν την μαμά.",1,"η μαμά τους και 
έτσι τα φρόντιζε και περνούσε πάρα
πολύ καιρό και έτσι μεγάλωναν
και γίνονταν σαν την μαμά.",
0207A204-3-003-a,"τους και
το μπαμπά τους και μεγάλονα και γυνό-
νταν σαν την και φόναζαν και θελα
νε να πετάνε όπος τα άλα πουλιά η.",1,"τους και
το μπαμπά τους και μεγάλωναν και γίνο-
νταν σαν την και φώναζαν και θέλα-
νε να πετάνε όπως τα άλλα πουλιά η.",
0207A204-3-003-a,"τα περιστέρια για τη τα βλέπανε πος 
πετάνε γιαφτό ήθελαν και αφτά τα 
πουλιά ήτα περιστέρια.",1,"τα περιστέρια τα βλέπανε πως 
πετάνε γι' αυτό ήθελαν και αυτά τα 
πουλιά ήταν περιστέρια.",
0207A204-3-004-a,"είταν μια οικογένια πουλιόν
στο σπιτιτούς.",1,"ήταν μια οικογένεια πουλιών
στο σπίτι τους.",
0207A204-3-004-a,"Ενό η μαμά τους βρί φαί
πλισίασέ μια γάτα και σκεφτόταν κεπος μπορί να
ανέυι πάνο στο δέντρο.",1,"Ενώ η μαμά τους είχε πάει να βρει φαΐ
πλησίασε μια γάτα και σκεφτόταν πως μπορεί να
ανέβει πάνω στο δέντρο.",
0207A204-3-004-a,"Σκαρφάλοσε πάνο στο δέντρα
και εκίνι τι στιγμι πλισιασε ένας σκίλος τιν κιτουσε
αγριομένος.",1,"Σκαρφάλωσε πάνω στο δέντρο
και εκείνη τη στιγμή πλησίασε ένας σκύλος την κοιτούσε
αγριεμένος.",
0207A204-3-004-a,"Η μανα των πουλιών έφερνε φαί τα μικρά
της φάναζαν (μαμά μαμά) και οσκίλος τις όρμιξε
και άρχισε να τιν κινιγάι.",1,"Η μάνα των πουλιών έφερνε φαΐ τα μικρά
της φώναζαν (μαμά μαμά) και ο σκύλος της όρμηξε
και άρχισε να την κυνηγάει.",
0207A204-3-004-a,Και ζισαν αυτι καλα και εμις καλιτερα.,1,Και 'ζήσαν αυτοί καλά και εμείς καλύτερα.,
0207A204-3-005-a,"ιτανε ενα καναρίνι που
ειχε γενίσι σε ενα δεντρο και μια
μερα πιγε στο δεντρο μια γατα κε το
καναρινι εφιγε και τα μικρα εμιναν
εκι στο δεντρο και η γατα ιδε το
σκιλο και σκαρφαλοσε ηγατα στο δε
ντρο κεο σκιλος τιν επιασε απο τιν
ουρα και εκινι τιν ορα ιρθε ιμιτερα
και τους εφερε να φανε και ι γατα
επεσε κατο κα ο σκιλος τιν κινιγι
σε και ζισα αυτι καλα.",1,"ήτανε ένα καναρίνι που
είχε γεννήσει σε ένα δέντρο και μια
μέρα πήγε στο δέντρο μια γάτα και το
καναρίνι έφυγε και τα μικρά έμειναν
εκεί στο δέντρο και η γάτα είδε το
σκύλο και σκαρφάλωσε η γάτα στο δέ-
ντρο και ο σκύλος την έπιασε από την
ουρά και εκείνη την ώρα ήρθε η μητέρα
και τους έφερε να φάνε και η γάτα
έπεσε κάτω και ο σκύλος την κυνήγη-
σε και 'ζήσαν αυτοί καλά.",
0207A204-3-006-a,"ηταν ενα δέντρο με
πουλάκια που είχαν εκεί το σπίτι τους ώπος
μια μέρα εφειγέ η μάμα τον πουλιόν και
τα αφεισέ μόνα τους και έκει πείγε μια
γατά και τα κιτούσε αυτά τα καειμένα
πουλία ώπος σκαρφάλοσε επάνο στο δέντρο
και εκεί ήταν ένα σκιλάκι πείγε η
εξιπνή γάτα να τα φάι τα πουλιά και
πείγε ο σκύλος και την δαγκωσέ
στην ουρά τις γάτας και έτσι η γάτα
έτρεξαι και η μάμα τον πουλιόν πείγε
εκεί ο σκύλος την κινηγούσε.",1,"ήταν ένα δέντρο με
πουλάκια που είχαν εκεί το σπίτι τους όμως
μια μέρα έφυγε η μάμα των πουλιών και
τα άφησε μόνα τους και εκεί πήγε μια
γάτα και τα κοιτούσε αυτά τα καημένα
πουλιά όπως σκαρφάλωσε επάνω στο δέντρο
και εκεί ήταν ένα σκυλάκι πήγε η
έξυπνη γάτα να τα φάει τα πουλιά και
πήγε ο σκύλος και την δάγκωσε
στην ουρά της τη γάτα και έτσι η γάτα
έτρεξε και η μαμά των πουλιών πήγε
εκεί ο σκύλος την κυνηγούσε.",
0207A204-3-006-a,"και ημαστε εμεις καλα
κι αυτη καλιτερα.",1,"και είμαστε εμείς καλά
κι αυτοί καλύτερα.",
0207A204-3-007-a,"σε ένα δέντρο
είχε φτιάξη ένα πουλάκι μια
φωλιά για τα παιδιά της για να
ζούν εκεί πέρα.",1,"σε ένα δέντρο
είχε φτιάξει ένα πουλάκι μια
φωλιά για τα παιδιά του για να
ζούν εκεί πέρα.",
0207A204-3-007-a,"Μια μέρα η μαμά τους είχε φύγει για να φέρει φαεί
για τα παιδιά της.",1,"Μια μέρα η μαμά τους είχε φύγει για να φέρει φαΐ
για τα παιδιά της.",
0207A204-3-007-a,"Όταν έφυγε πήγε μια γάτα
στο δέντρο για να φάει τα πουλάκια
όταν άρχησε να σκαρφαλών στο δέντρο
την είδε ένα σκηλεί τη γάτα
και άρχησε να τρέχει για να το προ-
λαβει ότα πήγε να φάει τα πουλιά
το σκυλεί την δάγκοσε απτήν ουρά
και άρχησε να τρέχει η γάται
κα ο σκύλος την κυνειγούσε και
έτσι είρθε η μαμά τους και ζήσαν αυτοί
καλά και εμοίς
καλοίτερα.",1,"Όταν έφυγε πήγε μια γάτα
στο δέντρο για να φάει τα πουλάκια
όταν άρχισε να σκαρφαλώνει στο δέντρο
την είδε ένα σκυλί τη γάτα
και άρχισε να τρέχει για να το προ-
λάβει όταν πήγε να φάει τα πουλιά
το σκυλί τη δάγκωσε απ' την ουρά
και άρχισε να τρέχει η γάτα 
και ο σκύλος την κυνηγούσε και
έτσι ήρθε η μαμά τους και 'ζήσαν αυτοί
καλά και εμείς
καλύτερα.",
0207A204-3-008-a,"Ηταν ενα δεντρο που πανο
ειχε μια φολια πουλιων.",1,"Ήταν ένα δέντρο που πάνω
είχε μια φωλιά πουλιών.",
0207A204-3-008-a,"τοτε το πουλι ειρθε
να βαλι τα νεογενιτα πουλακια.",1,"τότε το πουλί ήρθε
να βάλει τα νεογέννητα πουλάκια.",
0207A204-3-008-a,"ομως η 
μητερα ειχε βηγη για λιγο και περασε μια
γατα απο κι τοτε σιγα σιγα περπατησε
η γατα περπατησε και διπλα στο δεντρο σταματισε
το ειδε καλα καλα πηγε να ανεβει και ηρθε
ενας σκηλος ετσι οπος ανεβενε ηγατα ο
σκυλος την επιασε απο την ουρα και 
ετσι ειρθε η μητερα τους προστατεψε
και ο σκυλος κινηγουσε την γατα
 και ετσι τελειωσε την ιστορια.",1,"όμως η 
μητέρα είχε φύγει για λίγο και πέρασε μια
γάτα από 'κει τότε σιγά σιγά περπάτησε
η γάτα και δίπλα στο δέντρο σταμάτησε
το είδε καλά καλά πήγε να ανέβει και ήρθε
ένας σκύλος έτσι όπως ανέβαινε η γάτα ο
σκύλος την έπιασε από την ουρά και 
έτσι ήρθε η μητέρα τους τούς προστάτεψε
και ο σκύλος κυνηγούσε τη γάτα
 και έτσι τελείωσε η ιστορία.",
0207A204-3-009-a,"ήταν ένα πουλή που γένεισε δύο ΄
πουλιά και μια μέρα πήγε να φέρει φαγητό.",1,"ήταν ένα πουλί που γέννησε δύο ΄
πουλιά και μια μέρα πήγε να φέρει φαγητό.",
0207A204-3-009-a,"Πέταξε να
 φέρει φαγητό και ήταν μια γάτα που είθαι τα δυο τα πουλιά.",1,"Πέταξε να
 φέρει φαγητό και ήταν μια γάτα που είδε τα δυο τα πουλιά.",
0207A204-3-009-a,"Η γάτα κείταξε τα πουλιά και ύστερα ανέφεικε στο δέντρο
τότε εφανήζτηκε ένα σκύλι.",1,"Η γάτα κοίταξε τα πουλιά και ύστερα ανέβηκε στο δέντρο
τότε εμφανίστηκε ένα σκύλι.",
0207A204-3-009-a,"Έπειτα ο σκύλος έπιασε την
έπιασε από την ουρά και εφανήσκικε η μαμά με το φαγητό.",1,"Έπειτα ο σκύλος την έπιασε 
 από την ουρά και εμφανίστηκε η μαμά με το φαγητό.",
0207A204-3-009-a,"Η γάτα φωφήθκε και έφηγε και το σκύλι υο κυνήγισε και
το πουλί έφωσε το φαγητό στα πουλιά.",1,"Η γάτα φοβήθηκε και έφυγε και το σκύλι το κυνήγησε και
το πουλί έδωσε το φαγητό στα πουλιά.",
0207A204-3-010-a,"ειπιρχε ένα ορεο
πουλι και εκίνι τι ειμαι γενισε δυο
ορεα πουλακι.",1,"ύπηρχε ένα ωραίο
πουλί και εκείνη τι είμαι γέννησε δυο
ωραία πουλάκια.",
0207A204-3-010-a,"Η μανα πιγε να βρει 
κατι να φανε τα πουλακια και
μολις εφιγε η μανα ερφε μια γατα 
που πινουσε και δεν ειχαι κατι για
να φαι και ειδε μερικα πουλακι
ενευικε η γατα ομός ένα σκιλι ειτα
από πισο τις για να τι πιασι
τιν δακοσε από τιν ουρα καί δεν
πορεσεν να τα φαι και η μαμα τον
πολυον τρομαξι οσκιλος κινιγουσε
τι γατα κα η μαμα εδοσε για να
φανε και εμις ζισαμαι καλα
και αφτι καλιτερα.",1,"Η μάνα πήγε να βρει 
κάτι να φάνε τα πουλάκια και
μόλις έφυγε η μάνα ήρθε μια γάτα 
που πεινούσε και δεν είχε κάτι για
να φάει και είδε μερικά πουλάκια
ανέβηκε η γάτα όμως ένα σκυλί ήταν
από πίσω της για να την πιάσει
την δάγκωσε από την ουρά και δεν
μπόρεσε να τα φάει και η μαμά των
πουλιών τρόμαξε ο σκύλος κυνηγούσε
τη γάτα και η μαμά έδωσε να
φάνε και εμείς ζήσαμε καλά
και αυτοί καλύτερα.",
0207A219-1-001,"Μια φορά κι έναν καιρό ζούσε ένα πουλι
σε ένα δέντρο και ξαφνικά 
ηρθε μια γατα και τα πουλα-
κια εχειναν φίλι με την γατα
και μετα ήρθε ενας σκίλος
και δάγκοσε την γάτα και 
την έριξε κατο.",1,"Μια φορά κι έναν καιρό ζούσε ένα πουλί
σε ένα δέντρο και ξαφνικά 
ήρθε μια γάτα και τα πουλά-
κια έγιναν φίλοι με τη γάτα
και μετά ήρθε ένας σκύλος
και δάγκωσε τη γάτα και 
την έριξε κάτω.",
0207A219-1-001,"Και η γατα
ετρεξε οσο πιο γρίγορα
μπορουσε.",1,"Και η γάτα
έτρεξε όσο πιο γρήγορα
μπορούσε.",
0207A219-1-002,"Μια φορά κι έναν καιρό ήταν ένα πουλί
μαμά και τα πεδιά της μετά
η μαμά φέβγι μετά έρχετε μια γάτα
μετά περιμένι η γάτα η γάτα
ανεβένι σε ένα δέντρο και έρχετε ένας 
σκίλος μετά ο σκίλος την τράβιξε 
την ουράτης και εργόνταν η μαμά 
και μετά ο σκίλος την κινηγισε 
την γάτα. ",1,"Μια φορά κι έναν καιρό ήταν ένα πουλί
μαμά και τα παιδιά της μετά
η μαμά φεύγει μετά έρχεται μια γάτα
μετά περιμένει η γάτα η γάτα
ανεβαίνει σε ένα δέντρο και έρχεται ένας 
σκύλος μετά ο σκύλος την τράβηξε 
την ουρά της και ερχόταν η μαμά 
και μετά ο σκύλος την κυνήγησε 
τη γάτα. ",
0207A219-1-003,"Μια φορά κι έναν καιρό ήταν ένα πουλάκι 
και τα μοράκια του.",1,"Μια φορά κι έναν καιρό ήταν ένα πουλάκι 
και τα μωράκια του.",
0207A219-1-003,"Μια φορά ίρθε ένα γατάκι και ανέβικε
στο δέντρο τους και ηρθε ένας σκύλος 
και τη κηνιγούσε.",1,"Μια φορά ήρθε ένα γατάκι και ανέβηκε
στο δέντρο τους και ήρθε ένας σκύλος 
και το κυνηγούσε.",
0207A219-1-004,"Μια φορά κι έναν καιρό 
'Ηταν ένα δέντο που είχε μία φωλιά
από πουλιά.",1,"Μια φορά κι έναν καιρό 
'Ηταν ένα δέντρο που είχε μία φωλιά
από πουλιά.",
0207A219-1-004,"Και μετά είρθε μια γάτα 
και κίταζε τιν φωλιά τον πουλιόν.",1,"Και μετά ήρθε μια γάτα 
και κοίταζε τη φωλιά των πουλιών.",
0207A219-1-004,"Και μετά προσπάδισε να ανεβί στο
δέντρο.",1,"Και μετά προσπάθησε να ανέβει στο
δέντρο.",
0207A219-1-004,"Και είρθε ένα σκυλί και δάγκοσε 
την γάτα στην ουρά.",1,"Και ήρθε ένα σκυλί και δάγκωσε 
τη γάτα στην ουρά.",
0207A219-1-004,"Και ο σκύλος 
έφιγε από τη φωλιά και η γάτα.",1,"Και ο σκύλος 
έφυγε από τη φωλιά και η γάτα.",
0207A219-1-005,"Μια φορά κι έναν καιρό είταν σε ένα
κλαδί η μαμα και τα 
μωράκια της.",1,"Μια φορά κι έναν καιρό ήταν σε ένα
κλαδί η μαμά και τα 
μωράκια της.",
0207A219-1-005,"Εύγε η μαμά
και είρθαι μία γάτα και τα 
κυτούσε.",1,"Έφυγε η μαμά
και ήρθε μία γάτα και τα 
κοιτούσε.",
0207A219-1-005,"Έτση πλησίαζε
ένας σκύλος, για να σώση.",1,"Έτσι πλησίασε
ένας σκύλος, για να τα σώσει.",
0207A219-1-005,"Αλα εκει που ο σκύλος 
έδιοχνε την γάτα.",1,"Αλλά εκεί που ο σκύλος 
έδιωχνε τη γάτα.",
0207A219-1-007,"Μια φορά κι έναν καιρό ίταν δυο πουλάκια 
και ίταν στη φολιά του και 
έπαιζαν η μαμά έπαιζαν 
και μετά έφυγε η μαμά και 
μετά ίρθε ηγάτο και μετά 
έκατσε κάτο από την φολιά 
ανέβηκε στιν φολιά για νατα 
φάι και μετά ίρθε οσκύλος 
και μετά έφυγε ηγάτα.",1,"Μια φορά κι έναν καιρό ήταν δυο πουλάκια 
και ήταν στη φωλιά τους και 
έπαιζαν η μαμά έπαιζε 
και μετά έφυγε η μαμά και 
μετά ήρθε η γάτα και μετά 
έκατσε κάτω από την φωλιά 
ανέβηκε στη φωλιά για να τα 
φάει και μετά ήρθε ο σκύλος 
και μετά έφυγε η γάτα.",
0207A219-1-009,"Μια φορά κι έναν καιρό 
Τα πουλιά είναι στο κλαδί
Η γάτα φέλι να πιάσι τα πουλιά
Η γάτα να θαει τα πουλιά
Η γάτα ανεδένι πάνο στο δενρο
Ο σκύλος δαγκόνι τι ουρά
Ο σκύλος κηνυγάι τι γάτα",1,"Μια φορά κι έναν καιρό 
Τα πουλιά ήταν στο κλαδί
Η γάτα ήθελε να πιάσει τα πουλιά
Η γάτα να φάει τα πουλιά
Η γάτα ανεβαίνει πάνω στο δέντρο
Ο σκύλος δαγκώνει την ουρά
Ο σκύλος κυνηγάει τη γάτα",
0207A219-1-010,"Μια φορά κι έναν καιρό ένα πουλάκι
και μία γάτα και ένας
σκύλος.",0,,
0207A219-1-010,"Το πουλάκι είχε
γενείση δύο πουλάκι
και ήρθε η γάτα και
ανέυηκε στο δέντρο εκεί
που ήταν τα δύο πουλάκια
στην φωλιά τους.",1,"Το πουλάκι είχε
γεννήσει δύο πουλάκια
και ήρθε η γάτα και
ανέβηκε στο δέντρο εκεί
που ήταν τα δύο πουλάκια
στη φωλιά τους.",
0207A219-1-010,"Και τότε 
είχε φύγει η μαμά 
τους.",0,,
0207A219-1-010,"Τότε είχε έρθει και 
η μαμά τους.",0,,
